feature1,feature2,feature3,label
42.07086939673395,836,7.365720632709517,low
32.1023285482786,460,1.9455417853637935,low
90.97034184906663,677,1.8473535974477218,medium
87.62856850835034,198,2.1225324349081776,low
72.32960408584549,564,1.6391530952078426,high
69.80002580100032,779,1.417869198263818,medium
39.42077956686465,296,1.4455275750269325,high
88.38400857979597,449,6.0141992696408195,medium
10.793892023318474,606,7.763791799224073,medium
79.27350024961535,555,5.628460102641353,high
19.972617590402642,60,0.40418049142818213,high
99.77743637009083,251,1.1303819404906479,low
70.47858021813181,803,2.742343384010475,low
51.11192233577133,364,6.696465494622531,high
88.76453985164395,188,3.929611457501995,low
64.11225051445795,259,3.644439421207112,low
46.20643677248808,505,2.1870226593635222,high
58.16952525907304,363,2.041871346599171,low
25.94535841859923,945,2.7279514534340352,low
15.972829318110882,711,5.136647534679147,high
59.31377680632539,714,2.6124533536749537,medium
89.43410486570869,21,7.313530925202504,medium
85.87173242582232,84,5.591289350801185,low
53.13497196380603,775,4.270212765639401,medium
61.46269658435865,308,9.7283825595821,medium
49.314328416477,489,8.404448657429102,low
39.070997231987334,411,9.174471228230601,medium
21.33669360336654,666,6.8145657537904745,high
20.06636371061916,682,5.347227450948702,low
61.51026501045034,360,5.005586388827915,high
26.58206160255808,851,0.43862029347540576,medium
0.9520087014959211,1000,9.537604692712055,medium
45.651765659126895,568,9.53761291182208,high
1.6645862918155951,503,4.098184623593838,high
38.225548119297315,513,3.0733412048803057,low
2.176238620853288,629,1.042659239690814,medium
33.11162482789326,303,7.380784400322542,high
93.25635677073889,306,0.3750904000260691,low
90.11494267603652,616,1.453215139148325,low
26.063164167284537,651,1.8164651986470737,medium
96.03732151669067,356,4.163403782178706,high
34.981508382057626,105,7.739798374858746,high
75.82647464015746,667,7.75527365442624,high
74.5328712751135,995,3.0074949499819867,low
73.30601659584201,831,5.7562462335247595,medium
68.58847461370077,707,4.2254425948305,high
43.78615361316231,548,2.747707235226625,low
22.651745892908494,269,0.8623037863457006,high
6.9372585550987464,681,9.93810787496795,medium
80.88127082154732,256,9.32873024654102,high
12.386728119408586,839,9.846804575367262,high
68.68238840924349,112,7.653621973353082,medium
64.14231213941494,491,1.067821126671391,low
92.18951138641748,30,2.6238837724178055,low
89.54963246056857,276,7.836346795012213,high
0.1869885427079665,291,4.765751922689358,medium
84.33588142020349,278,8.458470109731346,high
56.766374408076516,673,8.813874352597892,low
41.0671913467397,940,2.233193012926807,low
95.41814317677844,736,7.008851734913465,medium
61.91255519118894,913,1.7503487937250728,medium
60.61927137461117,840,3.6287418058097733,low
65.08124528550289,680,7.922466824716643,medium
7.466692680379683,2,5.760130786276429,low
87.0482462032546,14,6.5719706698834095,medium
12.502403976154476,932,7.655616599542926,low
